label,lda_logr_classes,lda_logr_distances,lda_gini_classes,lda_gini_distances,lda_perm_classes,lda_perm_distances,lda_shap_classes,lda_shap_distances,lda_uppr_classes,lda_uppr_distances,lda_lowr_classes,lda_lowr_distances,lda_allf_classes,lda_allf_distances
outside-knee-hook-jasmine,"['strong-hold-inverted-straddle', 'shoulder-mount-straddle', 'leg-hang-gemini']","[0.003508334296903115, 0.6168611514966216, 1.7123314936041467]","['leg-hang-gemini', 'iguana-grip-inverted-v', 'strong-hold-inverted-tuck']","[0.2408607775927578, 0.5029328268506248, 0.7941934689172783]","['one-hand-twisted-spin-rght', 'crossed-knee-layback', 'split-grip-side-spin']","[0.15057273001188842, 0.21846782042431356, 0.40580951015523525]","['split-grip-inverted-d', 'shoulder-mount-princess-grip-straddle', 'strong-hold-inverted-tuck']","[0.28227271126672804, 0.9882651118800219, 1.4241540710224854]","['elbow-grip-butterfly', 'shoulder-mount-jack-knife', 'split-grip-inverted-d']","[1.415554778268671, 3.184327374292373, 3.3087771763983262]","['thigh-hold-dragon-fly', 'shoulder-mount-straddle', 'handstand-tucked']","[1.8000209842267623, 2.0555818346064214, 2.991958645277016]","['split-grip-inverted-butterfly', 'tuck-hold', 'thigh-hold-dragon-fly']","[0.6095553917045109, 1.5094378861617201, 2.4769574211970777]"
pole-walk,"['knee-hold-marley-release', 'chair-passe', 'shoulder-mount-plank-passe-hold']","[0.3740003546248367, 2.3716153961483606, 2.476723540615108]","['knee-hold-marley-release', 'reverse-grab-pencil', 'shoulder-mount-plank-passe-hold']","[0.10927538558109262, 3.503592489863241, 3.807796971617858]","['ankle-grip-bow-and-arrow', 'strong-hold-inverted-straddle', 'superman-scissors']","[0.12458079451105375, 0.27192597709484323, 0.5983731330875535]","['knee-hold-marley-release', 'chair-passe', 'stomach-hold-passe-spaceflight']","[1.4164784828945294, 2.284540668804839, 2.486197480973864]","['stomach-hold-passe-spaceflight', 'chair-passe', 'hook-knee-two-hands']","[0.043423112291858246, 0.8116131322826909, 2.269653868039157]","['stomach-hold-vertical-duchess', 'knee-hold-remi-sit-release', 'handstand-forearm-bow-and-arrow']","[0.10521380134807856, 0.49387611135257714, 2.3650090288806602]","['split-grip-apprentice', 'stomach-hold-passe-spaceflight', 'knee-hold-remi-sit-release']","[0.4207534356694822, 0.4386245765543748, 1.9722315333242513]"
reverse-grab-attitude,"['knee-hold-remi-sit', 'baseball-back-support-grip-tuck', 'strong-hold-straddle']","[0.7308558029270387, 2.0822459218452636, 3.746102370759786]","['baseball-back-support-grip-tuck', 'strong-hold-straddle', 'knee-hold-remi-sit']","[1.3173559435217825, 1.4091045453027249, 4.784503448180722]","['split-grip-inverted-butterfly', 'hook-knee-one-hand', 'handstand-forearm-fang']","[0.01461042706506177, 0.14332961330699412, 0.26387339920742825]","['knee-hold-remi-sit', 'strong-hold-straddle', 'chair-pike']","[2.6558230182728764, 3.230107700804055, 4.9697107061628145]","['chair-pike', 'baseball-back-support-grip-tuck', 'strong-hold-straddle']","[3.8751026415601544, 5.159095170076739, 5.386842169140593]","['reverse-grab-fang', 'one-hand-twisted-spin-rght', 'strong-hold-straddle']","[0.48071437988433274, 2.141066341624729, 2.541739753879682]","['reverse-grab-fang', 'one-hand-twisted-spin-rght', 'fang-bracket-grip']","[0.10073590287747436, 0.41945384509826056, 2.223355940619058]"
reverse-grab-ballerina,"['fireman-half-pike', 'leg-hang-scorpion-flatliner', 'knee-hook-front']","[0.6840690100685549, 0.7962347335997784, 1.02847912512469]","['fireman-half-pike', 'knee-hook-front', 'split-grip-pencil']","[0.7067151974776138, 0.8244561212353787, 0.8822441249907413]","['armpit-hold-seated', 'leg-hang-gemini-foot-hold', 'leg-hang-gemini']","[0.05501202971741126, 0.08469273357913831, 0.09926631854927948]","['knee-hook-front', 'reverse-grab-straddle', 'fireman-half-pike']","[0.8263746882593814, 1.5510617989154944, 1.593228340332189]","['split-grip-straddle', 'reverse-grab-straddle', 'knee-hook-front']","[0.6134174883422787, 1.5232760252257265, 1.834856297153415]","['fireman-piker', 'chair-seated', 'split-grip-pencil']","[0.1429239239526865, 0.6474408106432676, 0.7113976868875156]","['split-grip-pencil', 'shoulder-mount-split', 'fireman-seat']","[0.4291225463313424, 1.2661738199449744, 1.6892219282142165]"
reverse-grab-fang,"['fireman-piker', 'split-grip-stag', 'fang-bracket-grip']","[0.29613216762243155, 0.34737390653672406, 0.9625589985770588]","['fireman-knee-hold', 'fang-bracket-grip', 'fireman-piker']","[0.16948962728289274, 0.7094284248234146, 0.911588956123019]","['armpit-hold-scorpion', 'shoulder-mount-straddle', 'split-grip-tucked-passe']","[0.01585344861607485, 0.02956648107427129, 0.28167148191079394]","['armpit-hold-forward-pike', 'chair-seated', 'baseball-back-support-grip-foward-pike']","[0.4798632277636017, 0.5058463060700831, 0.7920413637698331]","['chair-seated', 'knee-hold-remi-sit-release', 'fireman-seat']","[0.16882129032804727, 0.7787497780383319, 1.359049360643425]","['reverse-grab-attitude', 'strong-hold-fang', 'one-hand-twisted-spin-rght']","[0.48071437988433274, 2.249924966914996, 2.6217807215090616]","['reverse-grab-attitude', 'one-hand-twisted-spin-rght', 'fang-bracket-grip']","[0.10073590287747436, 0.5201897479757349, 2.1226200377415836]"
reverse-grab-pencil,"['stomach-hold-passe-spaceflight', 'one-hand-twisted-lateral-spin', 'hook-knee-two-hands']","[0.26842123829485587, 2.563784665203496, 3.7434861101409744]","['one-hand-twisted-lateral-spin', 'stomach-hold-passe-spaceflight', 'pole-walk']","[1.1864844744527545, 1.9224657674681964, 3.503592489863241]","['shoulder-mount-split', 'shoulder-mount-hangman', 'strong-hold-straddle']","[0.017914088263881744, 0.03756422581826602, 0.04265404185553834]","['fireman-hollywood', 'leg-hang-scorpion-flatliner', 'elbow-grip-seated']","[0.2647071949798345, 0.7823521983743831, 1.2397042251996169]","['fireman-half-pike', 'split-grip-pencil', 'reverse-grab-straddle']","[0.25114420892828093, 0.4128331502509539, 1.7929900465753192]","['split-grip-pencil', 'reverse-grab-ballerina', 'fireman-piker']","[0.2569878282004012, 0.9683855150879168, 1.1113094390406033]","['knee-hold-remi-sit', 'superman-scissors', 'leg-hang-scorpion-flatliner']","[0.3478638528017157, 1.0571294380860579, 2.0396960427502506]"
reverse-grab-straddle,"['knee-hook-front', 'fireman-half-pike', 'reverse-grab-ballerina']","[0.5657656955039485, 0.9101758105600837, 1.5942448206286386]","['leg-hang-scorpion-flatliner', 'strong-hold-corkscrew', 'split-grip-pencil']","[0.19826936389680583, 0.7295131298813686, 1.6982068318322163]","['forearm-grip-side-spin', 'iguana-grip-pixie', 'fang-bracket-grip']","[0.06601983048344578, 0.15023762017872583, 0.1904572192345036]","['knee-hook-front', 'strong-hold-corkscrew', 'reverse-grab-ballerina']","[0.724687110656113, 0.9081915636272413, 1.5510617989154944]","['reverse-grab-ballerina', 'fireman-half-pike', 'reverse-grab-pencil']","[1.5232760252257265, 1.5418458376470383, 1.7929900465753192]","['baseball-back-support-grip-foward-pike', 'split-grip-stag', 'chair-seated']","[2.2452809343358737, 3.0249419079812796, 3.4418686954852973]","['split-grip-straddle', 'chair-seated', 'fireman-piker']","[0.5956853172817702, 0.950597591066078, 1.0293407474340057]"
shoulder-mount,"['back-hold-allergra-split', 'shoulder-mount-plank', 'split-grip-tucked-spin']","[0.0842812464442404, 0.1865060205559267, 0.4239959738449879]","['split-grip-tucked-spin', 'knee-hold-daredevil', 'knee-hold-genie']","[0.17367477332110937, 0.28072655387248857, 0.5788396683123218]","['bridge', 'stomach-hold-vertical-duchess', 'flag-grip-pencil']","[0.01694047341779853, 0.08161184906221064, 0.08456928363778865]","['stomach-hold-duchess-passe', 'knee-hold-cupid', 'cross-grip-straddle']","[0.025160022192800113, 0.055079267404672894, 0.0966347349773426]","['stomach-hold-duchess-passe', 'strong-hold-side-split', 'armpit-hold-scorpion']","[0.018115605721114036, 0.10739767250704224, 0.26937000224342267]","['handstand-butterfly', 'strong-hold-inverted-tuck', 'leg-hold-crucifix']","[0.45958003199739306, 0.4630386972929035, 0.7955503349821482]","['leg-hold-crucifix', 'handstand-forearm-passe', 'shoulder-mount-hangman']","[0.5554573028463494, 0.821738556476431, 0.9377104798759999]"
shoulder-mount-attitude,"['stomach-hold-vertical-duchess', 'hook-knee-one-hand', 'armpit-hold-scorpion']","[0.0870908935539747, 0.3082660541801667, 0.37510052825316453]","['hook-knee-one-hand', 'knee-hold-cupid', 'strong-hold-inverted-split']","[0.09357544159418296, 0.12687625469694552, 0.6944480228447953]","['leg-hang-gemini', 'reverse-grab-ballerina', 'armpit-hold-seated']","[0.13590306757198167, 0.23516938612126115, 0.2901814158386724]","['hook-knee-one-hand', 'iguana-grip-bow-and-arrow', 'knee-hold-daredevil']","[0.03465004491885937, 0.08974407869649736, 0.786808361680323]","['armpit-hold-scorpion', 'strong-hold-side-split', 'stomach-hold-duchess-passe']","[0.036603965771934366, 0.1985762955083148, 0.287858362294243]","['ankle-grip-bow-and-arrow', 'thigh-hold-crescent-moon', 'elbow-grip-pencil']","[0.34785378996869554, 0.6649474496263537, 1.4289047011840879]","['split-grip-tucked-passe', 'bridge', 'handstand-onehand']","[1.7325137595858209, 1.8393832857391956, 2.099762392543049]"
shoulder-mount-hangman,"['shoulder-mount-lock', 'knee-hold-genie-release', 'leg-hold-inverted-crucifix']","[0.9118009020524784, 1.3567286351775802, 1.3873250113916527]","['leg-hang-scorpion', 'flag-grip-straddle', 'strong-hold-side-split']","[0.25494501895504307, 0.5152548767355523, 0.650946930978705]","['stomach-hold-inverted-pike', 'reverse-grab-pencil', 'shoulder-mount-split']","[0.00528082035093469, 0.03756422581826602, 0.05547831408214776]","['shoulder-mount-plank', 'split-grip-cupid', 'knee-hold-genie-release']","[0.026520034118306945, 0.41440528245568853, 0.5190777750285624]","['elbow-grip-straddle', 'leg-hold-inverted-crucifix', 'split-grip-tucked-passe']","[0.040126603627338664, 0.4759973911748516, 0.5437264433059705]","['armpit-hold-front-split', 'handstand-split', 'armpit-hold-scorpion']","[0.12082794915658068, 0.214326354394335, 0.6433712239689222]","['hook-knee-one-hand', 'flag-grip-straddle', 'shoulder-mount']","[0.25658909062554613, 0.30992502699830826, 0.9377104798759999]"
shoulder-mount-jack-knife,"['thigh-hold-dragonfly-crossed', 'thigh-hold-release', 'split-grip-inverted-butterfly-extended']","[0.27049305165659376, 0.868764163217179, 1.475048646428224]","['forearm-grip-inverted-pencil', 'split-grip-inverted-butterfly-extended', 'thigh-hold-dragonfly-crossed']","[0.5146104272058096, 1.2931015455737302, 1.8528248965602678]","['split-grip-inverted-pencil', 'handstand-pole', 'thigh-hold-release']","[0.03658531134256027, 0.04674141051487535, 0.16793274712796524]","['shoulder-mount-princess-grip-straddle', 'elbow-grip-butterfly', 'outside-knee-hook-jasmine']","[0.6917752998620159, 0.9487550047879267, 1.6800404117420378]","['split-grip-inverted-d', 'shoulder-mount-princess-grip-straddle', 'thigh-hold-dragon-fly']","[0.12444980210595347, 0.357716883553838, 1.5483717047773702]","['armpit-hold-passe', 'shoulder-mount-tuck', 'strong-hold-inverted-straddle']","[1.0491143578556645, 1.2029441506056386, 2.3828240809097494]","['forearm-grip-inverted-pencil', 'armpit-hold-passe', 'shoulder-mount-princess-grip-straddle']","[0.511359467195355, 0.8597641583988498, 0.8598093771001025]"
shoulder-mount-kick,"['one-hand-pencil', 'knee-hold-marley', 'split-grip-pancake-split']","[0.3374468734630973, 1.0629953725413817, 1.130605951276772]","['one-hand-pencil', 'knee-hold-marley', 'wrist-sit-straddle']","[0.35875954778977004, 0.5219913732491026, 0.7842780046699964]","['shoulder-mount-princess-grip-straddle', 'thigh-hold-crescent-moon', 'superman']","[0.058342415683105386, 0.06438781851706743, 0.0878613784299187]","['split-grip-backward-split', 'stomach-hold-vertical-duchess', 'leg-hold-inverted-crucifix-release']","[0.18092752154244618, 0.3717024560466591, 0.4743302027903118]","['iguana-grip-bow-and-arrow', 'stomach-hold-vertical-duchess', 'leg-hold-inverted-crucifix-release']","[0.6808916914434207, 0.7790339080211242, 1.6131553224480868]","['knee-hold-genie', 'split-grip-tucked-spin', 'shoulder-mount-plank-passe-hold']","[0.7331269318153664, 0.8344258895876002, 0.8580082883370079]","['knee-hold-daredevil', 'shoulder-mount-plank-passe-hold', 'split-grip-pancake-split']","[0.49958061609123305, 0.8267732420482918, 0.9477589309751355]"
shoulder-mount-lock,"['shoulder-mount-tuck', 'shoulder-mount-hangman', 'strong-hold-side-split']","[0.6048432321109303, 0.9118009020524784, 1.8912875165949279]","['split-grip-cupid', 'iguana-grip-pencil', 'iguana-grip-bow-and-arrow']","[0.14178220498429628, 1.1782534737155341, 1.412489075176162]","['elbow-grip-butterfly', 'leg-hang-scorpion', 'handstand-onehand']","[0.05840593339568101, 0.1825325730567724, 0.19537815088375665]","['leg-hold-inverted-crucifix', 'handstand-forearm-passe', 'bridge']","[0.3019763940472071, 0.31693053881635436, 1.1241582982349643]","['handstand-onehand', 'handstand-split', 'stomach-hold-front-split']","[0.2622408783379928, 0.41758991572512194, 0.48968082485316167]","['armpit-hold-dart', 'handstand-onehand', 'shoulder-mount']","[0.1384138023340089, 0.3374394996855683, 1.2005238834420906]","['elbow-grip-straddle', 'shoulder-mount-plank', 'knee-hold-cupid']","[0.0848152985855789, 0.35053905334939595, 0.7063929273619501]"
shoulder-mount-pencil,"['cross-grip-straddle', 'leg-hold-inverted-crucifix-release', 'knee-hold-cupid']","[0.31020088881860763, 0.4354151570137439, 0.7460273965396231]","['armpit-hold-dart', 'back-hold-allergra-split', 'leg-hold-inverted-crucifix-release']","[0.03834745521617866, 0.12543046720538475, 1.21544599869606]","['strong-hold-side-split', 'handstand-floor-handspring', 'superman-armpit-grip']","[0.18502740391235495, 0.19228232461092443, 0.21421538105661053]","['leg-hang-scorpion', 'split-grip-tucked-passe', 'leg-hold-crucifix']","[0.03202253124845633, 0.04604042304622524, 1.0749206256600674]","['shoulder-mount-plank', 'bridge', 'back-hold-allergra-split']","[0.016979467802632264, 0.09510975322448978, 0.19008339817593267]","['stomach-hold-inverted-tuck', 'back-hold-allergra-split', 'flag-grip-straddle']","[0.1093808429269243, 0.1462851325702923, 0.37249289760385906]","['stomach-hold-inverted-tuck', 'split-grip-backward-split', 'iguana-grip-pencil']","[0.24180309531509359, 0.34763627263676167, 0.38761526900408416]"
shoulder-mount-plank,"['back-hold-allergra-split', 'shoulder-mount', 'split-grip-tucked-spin']","[0.10222477411168629, 0.1865060205559267, 0.2374899532890612]","['elbow-grip-straddle', 'leg-hold-crucifix', 'stomach-hold-duchess-passe']","[0.27860089196225646, 0.3178501591878464, 0.5619201812302108]","['armpit-hold-front-split', 'leg-hold-inverted-crucifix-release', 'split-grip-pencil']","[0.010343999726350361, 0.04175161593661958, 0.11603332017524703]","['shoulder-mount-hangman', 'split-grip-cupid', 'knee-hold-genie-release']","[0.026520034118306945, 0.3878852483373816, 0.4925577409102555]","['shoulder-mount-pencil', 'bridge', 'back-hold-allergra-split']","[0.016979467802632264, 0.07813028542185751, 0.20706286597856494]","['split-grip-tucked-passe', 'armpit-hold-front-split', 'shoulder-mount-hangman']","[0.48466931782218703, 1.0861648618176445, 1.2069928109742252]","['shoulder-mount-lock', 'elbow-grip-straddle', 'strong-hold-side-split']","[0.35053905334939595, 0.43535435193497485, 0.44355284353278823]"
shoulder-mount-plank-passe-hold,"['chair-passe', 'knee-hold-marley-release', 'pole-walk']","[0.10510814446674743, 2.1027231859902713, 2.476723540615108]","['chair-passe', 'superman-armpit-grip', 'split-grip-apprentice']","[0.10577333627652763, 1.607303809354022, 1.8078222806506172]","['armpit-hold-dart', 'forearm-grip-pencil', 'one-hand-twisted-lateral-spin']","[0.08636693299373022, 0.18290097042092945, 0.2892370027351663]","['one-hand-pencil', 'superman-armpit-grip', 'wrist-sit-straddle']","[0.021453743744663356, 0.644927050099664, 0.7732656070215569]","['one-hand-pencil', 'back-hold-allergra', 'split-grip-pancake-split']","[0.09673353333130663, 0.5384722586892874, 1.0789750029428635]","['split-grip-backward-split', 'leg-hang-scorpion', 'shoulder-mount-kick']","[0.2875111656954785, 0.8045983632350295, 0.8580082883370079]","['split-grip-pancake-split', 'one-hand-pencil', 'shoulder-mount-kick']","[0.12098568892684369, 0.28886559506779896, 0.8267732420482918]"
shoulder-mount-princess-grip-straddle,"['iguana-grip-pixie', 'handstand-forearm-attitude', 'ankle-grip-bow-and-arrow']","[0.34107037343631674, 0.9679293265886031, 1.0163304507813002]","['iguana-grip-pixie', 'thigh-hold-crescent-moon', 'thigh-hold-release']","[0.023475381808726326, 0.25132123936997885, 0.36853488291919945]","['thigh-hold-crescent-moon', 'shoulder-mount-kick', 'superman']","[0.006045402833962044, 0.058342415683105386, 0.1462037941130241]","['shoulder-mount-jack-knife', 'outside-knee-hook-jasmine', 'split-grip-inverted-d']","[0.6917752998620159, 0.9882651118800219, 1.27053782314675]","['split-grip-inverted-d', 'shoulder-mount-jack-knife', 'thigh-hold-dragon-fly']","[0.23326708144788455, 0.357716883553838, 1.1906548212235322]","['leg-hang-gemini', 'thigh-hold-dragonfly-crossed', 'leg-hang-gemini-foot-hold']","[0.31167686465814626, 0.832550678522054, 0.9771589369960125]","['armpit-hold-passe', 'flag-grip-pencil', 'forearm-grip-inverted-pencil']","[4.521870125273608e-05, 0.24348292540487293, 0.34844990990474756]"
shoulder-mount-split,"['split-grip-pencil', 'leg-hang-scorpion-flatliner', 'fireman-hollywood']","[0.23582007488627, 0.45857818971609277, 1.0233770754915241]","['fireman-hollywood', 'elbow-grip-seated', 'superman-scissors']","[0.19776351098309064, 0.7785142454256935, 0.8789237395659981]","['reverse-grab-pencil', 'strong-hold-straddle', 'shoulder-mount-hangman']","[0.017914088263881744, 0.024739953591656594, 0.05547831408214776]","['one-hand-twisted-lateral-spin', 'superman-scissors', 'hook-knee-two-hands']","[0.4159549585056226, 1.6765839419951227, 2.6938439602484756]","['fireman-hollywood', 'superman-scissors', 'split-grip-pencil']","[0.5214540441814144, 1.137380500087943, 1.6677973321537145]","['fireman-half-pike', 'superman-scissors', 'elbow-grip-seated']","[0.4730618406557312, 0.5938055360424777, 0.835134335814633]","['fireman-seat', 'split-grip-pencil', 'reverse-grab-ballerina']","[0.4230481082692421, 0.837051273613632, 1.2661738199449744]"
shoulder-mount-straddle,"['strong-hold-inverted-straddle', 'outside-knee-hook-jasmine', 'leg-hang-gemini']","[0.6133528171997185, 0.6168611514966216, 1.0954703421075251]","['elbow-grip-butterfly', 'strong-hold-inverted-tuck', 'iguana-grip-inverted-v']","[1.591744593955184, 2.2464909350093833, 2.537751577076037]","['armpit-hold-scorpion', 'reverse-grab-fang', 'split-grip-tucked-passe']","[0.013713032458196439, 0.02956648107427129, 0.31123796298506523]","['crossed-knee-layback', 'split-grip-inverted-butterfly', 'tuck-hold']","[0.5666377620355618, 1.1577855828864756, 2.396749508278134]","['crossed-knee-release', 'leg-hang-needle', 'split-grip-inverted-butterfly']","[0.09845488653117229, 0.40336534958047565, 0.42818297678400796]","['thigh-hold-dragon-fly', 'handstand-tucked', 'tuck-hold']","[0.25556085037965914, 0.9363768106705948, 1.0003641076879077]","['elbow-grip-butterfly', 'strong-hold-inverted-straddle', 'iguana-grip-pixie']","[0.3109573814823676, 2.220695542586604, 2.751841486470383]"
shoulder-mount-tuck,"['shoulder-mount-lock', 'strong-hold-side-split', 'shoulder-mount-hangman']","[0.6048432321109303, 1.2864442844839976, 1.5166441341634087]","['strong-hold-side-split', 'leg-hang-scorpion', 'shoulder-mount-hangman']","[0.3061791085461767, 0.7021810205698387, 0.9571260395248817]","['baseball-back-support-grip-tuck', 'split-grip-cupid', 'leg-hold-inverted-crucifix']","[0.05028201876961891, 0.24382904929018423, 0.33134134883698785]","['handstand-onehand', 'handstand-split', 'handstand-butterfly']","[0.45672582868245115, 0.5193793079646944, 0.7808013961730307]","['stomach-hold-front-split', 'handstand-split', 'handstand-onehand']","[0.09907939452255121, 0.17117030365059094, 0.32651934103772007]","['armpit-hold-passe', 'strong-hold-inverted-straddle', 'shoulder-mount-jack-knife']","[0.1538297927499741, 1.1798799303041108, 1.2029441506056386]","['thigh-hold-release', 'ankle-grip-bow-and-arrow', 'split-grip-inverted-butterfly-extended']","[0.11041498265099747, 0.4560957823097773, 0.6338616318408086]"
split-grip-apprentice,"['superman-armpit-grip', 'split-grip-front-split', 'back-hold-allergra']","[0.3889817688259267, 0.3902292285997824, 0.6123691740430885]","['superman-armpit-grip', 'back-hold-allergra', 'split-grip-front-split']","[0.20051847129659528, 0.5311514543547506, 0.7394624654696411]","['leg-hold-crucifix', 'elbow-grip-pencil', 'back-hold-allergra']","[0.0931786864753319, 0.17640956819207565, 0.26255733338719933]","['back-hold-allergra', 'split-grip-pancake-split', 'knee-hold-marley']","[0.39583073881885866, 0.5628736697886758, 0.9294692499841837]","['leg-hold-inverted-crucifix-release', 'forearm-grip-pencil', 'superman-armpit-grip']","[0.3577494099874219, 0.5097362788028956, 0.6138112892392762]","['iguana-grip-bow-and-arrow', 'leg-hold-inverted-crucifix-release', 'hook-knee-two-hands']","[0.7986097085005639, 0.8789547365097832, 0.8833756182380377]","['stomach-hold-passe-spaceflight', 'pole-walk', 'knee-hold-remi-sit-release']","[0.01787114088489261, 0.4207534356694822, 1.551478097654769]"
split-grip-backward-split,"['handstand-forearm-pencil', 'armpit-hold-front-split', 'handstand-forearm-bow-and-arrow']","[0.11633620334394656, 0.836193711351843, 1.127627777413501]","['armpit-hold-front-split', 'strong-hold-inverted-split', 'leg-hold-inverted-crucifix-release']","[0.21420043094620755, 0.2659622345754853, 0.654234873420811]","['one-hand-pencil', 'chair-pike', 'forearm-grip-inverted-pencil']","[0.012644212209139916, 0.020372895868384866, 0.028905105193986813]","['shoulder-mount-kick', 'stomach-hold-vertical-duchess', 'leg-hold-inverted-crucifix-release']","[0.18092752154244618, 0.1907749345042129, 0.655257724332758]","['iguana-grip-pencil', 'handstand-forearm-bow-and-arrow', 'knee-hold-daredevil']","[0.07844427140790167, 0.13839816479558653, 0.4620141813536298]","['shoulder-mount-plank-passe-hold', 'leg-hang-scorpion', 'split-grip-side-v']","[0.2875111656954785, 0.517087197539551, 0.8331588385324431]","['iguana-grip-pencil', 'stomach-hold-inverted-tuck', 'shoulder-mount-pencil']","[0.039978996367322495, 0.10583317732166808, 0.34763627263676167]"
split-grip-cupid,"['iguana-grip-bow-and-arrow', 'strong-hold-side-split', 'iguana-grip-pencil']","[0.13424885320513535, 0.3994224762084264, 0.780049517025788]","['shoulder-mount-lock', 'iguana-grip-pencil', 'iguana-grip-bow-and-arrow']","[0.14178220498429628, 1.0364712687312378, 1.5542712801604583]","['leg-hold-inverted-crucifix', 'shoulder-mount-tuck', 'leg-hang-gemini-foot-hold']","[0.08751229954680362, 0.24382904929018423, 0.26481826014417553]","['knee-hold-genie-release', 'shoulder-mount-plank', 'shoulder-mount-hangman']","[0.10467249257287392, 0.3878852483373816, 0.41440528245568853]","['knee-hold-cupid', 'knee-hold-genie-release', 'leg-hold-crucifix']","[0.032690081259008075, 1.1603579792718772, 1.5208751469632107]","['thigh-hold-release', 'stomach-hold-front-split', 'split-grip-inverted-butterfly-extended']","[0.20833916639922379, 0.35874059992616125, 0.9708519571080778]","['stomach-hold-front-split', 'handstand-split', 'handstand-onehand']","[1.3509219069007035, 1.45907968818611, 2.079556007898109]"
split-grip-front-split,"['back-hold-allergra', 'split-grip-apprentice', 'superman-armpit-grip']","[0.22213994544330617, 0.3902292285997824, 0.7792109974257091]","['back-hold-allergra', 'split-grip-apprentice', 'superman-armpit-grip']","[0.20831101111489048, 0.7394624654696411, 0.9399809367662364]","['leg-hang-scorpion-flatliner', 'split-grip-straddle', 'twisted-grip-inverted-straddle']","[0.11984052068669904, 0.2992965922744224, 0.4539663825774207]","['chair-passe', 'split-grip-apprentice', 'back-hold-allergra']","[0.9347647004481772, 2.256356829811047, 2.6521875686299055]","['knee-hold-marley', 'strong-hold-inverted-split', 'one-hand-pencil']","[0.2912555794994578, 0.3569580113519919, 1.5823139548227623]","['knee-hold-daredevil', 'split-grip-pancake-split', 'superman-armpit-grip']","[0.2035106803786153, 0.5974115580038646, 0.7363549877663598]","['chair-passe', 'wrist-sit-straddle', 'superman-armpit-grip']","[0.09123735613097494, 0.36419097257383726, 0.546849885726644]"
split-grip-inverted-butterfly,"['crossed-knee-stargazer', 'iguana-grip-fang', 'leg-hang-needle']","[0.3393255830631787, 0.8972891333546755, 1.0440757719423672]","['crossed-knee-stargazer', 'thigh-hold-dragon-fly', 'leg-hang-needle']","[0.07594286784977555, 1.577349523540569, 2.7552199360722227]","['reverse-grab-attitude', 'hook-knee-one-hand', 'handstand-forearm-fang']","[0.01461042706506177, 0.1579400403720559, 0.27848382627249]","['crossed-knee-layback', 'shoulder-mount-straddle', 'iguana-grip-fang']","[0.5911478208509138, 1.1577855828864756, 2.250611321184394]","['crossed-knee-release', 'shoulder-mount-straddle', 'leg-hang-needle']","[0.32972809025283567, 0.42818297678400796, 0.8315483263644836]","['leg-hang-needle', 'tuck-hold', 'handstand-tucked']","[1.0365340295328096, 1.6052249151601785, 1.6692122121774915]","['outside-knee-hook-jasmine', 'tuck-hold', 'thigh-hold-dragon-fly']","[0.6095553917045109, 0.8998824944572092, 3.0865128129015886]"
split-grip-inverted-butterfly-extended,"['thigh-hold-release', 'thigh-hold-dragonfly-crossed', 'shoulder-mount-jack-knife']","[0.606284483211045, 1.2045555947716302, 1.475048646428224]","['forearm-grip-inverted-pencil', 'thigh-hold-release', 'thigh-hold-crescent-moon']","[0.7784911183679206, 0.9153797259740308, 1.0325933695232514]","['thigh-hold-release', 'handstand-split', 'elbow-grip-straddle']","[0.026812739130950725, 0.052741468976468475, 0.06500673780184663]","['forearm-grip-inverted-pencil', 'flag-grip-pencil', 'thigh-hold-dragonfly-crossed']","[0.41410398808754323, 0.7934772568187007, 0.8661658018867513]","['flag-grip-pencil', 'split-grip-inverted-pencil', 'strong-hold-inverted-tuck']","[0.23808164009734512, 0.3638050434654616, 1.1685544550789935]","['stomach-hold-front-split', 'split-grip-cupid', 'thigh-hold-release']","[0.6121113571819166, 0.9708519571080778, 1.1791911235073016]","['thigh-hold-release', 'shoulder-mount-tuck', 'ankle-grip-bow-and-arrow']","[0.5234466491898111, 0.6338616318408086, 1.089957414150586]"
split-grip-inverted-d,"['leg-hang-gemini-foot-hold', 'flag-grip-pencil', 'forearm-grip-inverted-pencil']","[0.11365488360726062, 0.37295431880869856, 1.1911252680191105]","['thigh-hold-dragonfly-crossed', 'leg-hang-gemini-foot-hold', 'flag-grip-pencil']","[0.25395979260943946, 0.36689301510646644, 0.6092112045635076]","['superman', 'shoulder-mount-kick', 'shoulder-mount-princess-grip-straddle']","[0.007940207762320739, 0.09580158619223944, 0.15414400187534483]","['outside-knee-hook-jasmine', 'strong-hold-inverted-tuck', 'shoulder-mount-princess-grip-straddle']","[0.28227271126672804, 1.1418813597557573, 1.27053782314675]","['shoulder-mount-jack-knife', 'shoulder-mount-princess-grip-straddle', 'thigh-hold-dragon-fly']","[0.12444980210595347, 0.23326708144788455, 1.4239219026714167]","['leg-hang-gemini-foot-hold', 'leg-hang-gemini', 'shoulder-mount-princess-grip-straddle']","[0.0964438856286236, 0.7619259579664899, 1.0736028226246361]","['iguana-grip-inverted-v', 'thigh-hold-crescent-moon', 'shoulder-mount-jack-knife']","[0.0004039415237500066, 1.6141056602941788, 2.5962886078512817]"
